Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
SMCI,SUPER MICRO COMPUTER INC,Information Technology,Equity,"235,334,828.34",0.45,"235,334,828.34","1,052,199.00",223.66,United States,NASDAQ,USD,1,USD,-
SWAV,SHOCKWAVE MEDICAL INC,Health Care,Equity,"232,049,954.78",0.45,"232,049,954.78","798,218.00",290.71,United States,NASDAQ,USD,1,USD,-
INSP,INSPIRE MEDICAL SYSTEMS INC,Health Care,Equity,"197,865,439.28",0.38,"197,865,439.28","641,192.00",308.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
APLS,APELLIS PHARMACEUTICALS INC,Health Care,Equity,"188,796,045.60",0.36,"188,796,045.60","2,102,640.00",89.79,United States,NASDAQ,USD,1,USD,-
EME,EMCOR GROUP INC,Industrials,Equity,"180,408,394.24",0.35,"180,408,394.24","1,059,232.00",170.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
CELH,CELSIUS HOLDINGS INC,Consumer Staples,Equity,"179,293,967.04",0.35,"179,293,967.04","1,245,616.00",143.94,United States,NASDAQ,USD,1,USD,-
SAIA,SAIA INC,Industrials,Equity,"176,056,064.31",0.34,"176,056,064.31","595,609.00",295.59,United States,NASDAQ,USD,1,USD,-
IRDM,IRIDIUM COMMUNICATIONS INC,Communication,Equity,"172,251,402.24",0.33,"172,251,402.24","2,803,571.00",61.44,United States,NASDAQ,USD,1,USD,-
KRTX,KARUNA THERAPEUTICS INC,Health Care,Equity,"170,236,984.92",0.33,"170,236,984.92","726,639.00",234.28,United States,NASDAQ,USD,1,USD,-
TXRH,TEXAS ROADHOUSE INC,Consumer Discretionary,Equity,"167,025,108.76",0.32,"167,025,108.76","1,503,647.00",111.08,United States,NASDAQ,USD,1,USD,-
KNSL,KINSALE CAPITAL GROUP INC,Financials,Equity,"167,019,057.22",0.32,"167,019,057.22","485,323.00",344.14,United States,New York Stock Exchange Inc.,USD,1,USD,-
RXDX,PROMETHEUS BIOSCIENCES INC,Health Care,Equity,"155,075,132.80",0.3,"155,075,132.80","780,056.00",198.8,United States,NASDAQ,USD,1,USD,-
RMBS,RAMBUS INC,Information Technology,Equity,"151,523,925.84",0.29,"151,523,925.84","2,396,772.00",63.22,United States,NASDAQ,USD,1,USD,-
CROX,CROCS INC,Consumer Discretionary,Equity,"149,198,351.64",0.29,"149,198,351.64","1,360,554.00",109.66,United States,NASDAQ,USD,1,USD,-
STAG,STAG INDUSTRIAL REIT INC,Real Estate,Equity,"142,810,040.80",0.28,"142,810,040.80","4,039,888.00",35.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
USD,USD CASH,Cash and/or Derivatives,Cash,"137,286,572.80",0.27,"137,286,572.80","137,286,573.00",100,United States,-,USD,1,USD,-
WING,WINGSTOP INC,Consumer Discretionary,Equity,"136,946,694.01",0.26,"136,946,694.01","672,329.00",203.69,United States,NASDAQ,USD,1,USD,-
CHRD,CHORD ENERGY CORP,Energy,Equity,"136,304,829.76",0.26,"136,304,829.76","931,744.00",146.29,United States,NASDAQ,USD,1,USD,-
LNTH,LANTHEUS HOLDINGS INC,Health Care,Equity,"134,224,311.60",0.26,"134,224,311.60","1,532,241.00",87.6,United States,NASDAQ,USD,1,USD,-
SPSC,SPS COMMERCE INC,Information Technology,Equity,"133,123,511.54",0.26,"133,123,511.54","813,266.00",163.69,United States,NASDAQ,USD,1,USD,-
LNW,LIGHT WONDER INC,Consumer Discretionary,Equity,"131,940,435.56",0.26,"131,940,435.56","2,118,164.00",62.29,United States,NASDAQ,USD,1,USD,-
RBC,RBC BEARINGS INC,Industrials,Equity,"131,896,443.96",0.25,"131,896,443.96","639,684.00",206.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
NOVT,NOVANTA INC,Information Technology,Equity,"130,353,712.31",0.25,"130,353,712.31","796,637.00",163.63,United States,NASDAQ,USD,1,USD,-
ITCI,INTRA CELLULAR THERAPIES INC,Health Care,Equity,"129,864,565.74",0.25,"129,864,565.74","2,054,494.00",63.21,United States,NASDAQ,USD,1,USD,-
MUSA,MURPHY USA INC,Consumer Discretionary,Equity,"129,186,576.00",0.25,"129,186,576.00","451,575.00",286.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
SIGI,SELECTIVE INSURANCE GROUP INC,Financials,Equity,"128,707,773.12",0.25,"128,707,773.12","1,338,336.00",96.17,United States,NASDAQ,USD,1,USD,-
ADC,AGREE REALTY REIT CORP,Real Estate,Equity,"128,061,101.52",0.25,"128,061,101.52","1,963,224.00",65.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
MEDP,MEDPACE HOLDINGS INC,Health Care,Equity,"123,261,218.21",0.24,"123,261,218.21","569,257.00",216.53,United States,NASDAQ,USD,1,USD,-
CHX,CHAMPIONX CORP,Energy,Equity,"122,633,319.90",0.24,"122,633,319.90","4,492,063.00",27.3,United States,NASDAQ,USD,1,USD,-
MUR,MURPHY OIL CORP,Energy,Equity,"121,361,204.24",0.23,"121,361,204.24","3,305,944.00",36.71,United States,New York Stock Exchange Inc.,USD,1,USD,-
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity,"121,067,016.12",0.23,"121,067,016.12","795,029.00",152.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
SSD,SIMPSON MANUFACTURING INC,Industrials,Equity,"119,915,288.02",0.23,"119,915,288.02","959,783.00",124.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
ACLS,AXCELIS TECHNOLOGIES INC,Information Technology,Equity,"119,339,572.47",0.23,"119,339,572.47","732,909.00",162.83,United States,NASDAQ,USD,1,USD,-
ONTO,ONTO INNOVATION INC,Information Technology,Equity,"119,013,078.80",0.23,"119,013,078.80","1,111,960.00",107.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
ISEE,IVERIC BIO INC,Health Care,Equity,"118,538,835.30",0.23,"118,538,835.30","3,063,019.00",38.7,United States,NASDAQ,USD,1,USD,-
MTDR,MATADOR RESOURCES,Energy,Equity,"118,295,734.65",0.23,"118,295,734.65","2,524,989.00",46.85,United States,New York Stock Exchange Inc.,USD,1,USD,-
CMC,COMMERCIAL METALS,Materials,Equity,"117,114,912.60",0.23,"117,114,912.60","2,621,780.00",44.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,Equity,"116,546,466.90",0.23,"116,546,466.90","1,207,235.00",96.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
ELF,ELF BEAUTY INC,Consumer Staples,Equity,"115,992,563.85",0.22,"115,992,563.85","1,103,535.00",105.11,United States,New York Stock Exchange Inc.,USD,1,USD,-
CIVI,CIVITAS RESOURCES INC,Energy,Equity,"114,555,981.50",0.22,"114,555,981.50","1,654,238.00",69.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
GTLS,CHART INDUSTRIES INC,Industrials,Equity,"114,074,727.84",0.22,"114,074,727.84","957,324.00",119.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
OPCH,OPTION CARE HEALTH INC,Health Care,Equity,"113,822,394.10",0.22,"113,822,394.10","3,750,326.00",30.35,United States,NASDAQ,USD,1,USD,-
UFPI,UFP INDUSTRIES INC,Industrials,Equity,"112,692,048.00",0.22,"112,692,048.00","1,341,572.00",84,United States,NASDAQ,USD,1,USD,-
ATKR,ATKORE INC,Industrials,Equity,"111,627,225.72",0.22,"111,627,225.72","884,036.00",126.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
TRNO,TERRENO REALTY REIT CORP,Real Estate,Equity,"111,321,413.10",0.22,"111,321,413.10","1,809,810.00",61.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
BRBR,BELLRING BRANDS INC,Consumer Staples,Equity,"111,017,353.00",0.21,"111,017,353.00","3,000,469.00",37,United States,New York Stock Exchange Inc.,USD,1,USD,-
QLYS,QUALYS INC,Information Technology,Equity,"110,771,277.33",0.21,"110,771,277.33","865,333.00",128.01,United States,NASDAQ,USD,1,USD,-
SSB,SOUTHSTATE CORP,Financials,Equity,"110,743,308.20",0.21,"110,743,308.20","1,683,029.00",65.8,United States,NASDAQ,USD,1,USD,-
ENSG,ENSIGN GROUP INC,Health Care,Equity,"110,644,949.70",0.21,"110,644,949.70","1,208,574.00",91.55,United States,NASDAQ,USD,1,USD,-
POWI,POWER INTEGRATIONS INC,Information Technology,Equity,"110,621,412.72",0.21,"110,621,412.72","1,272,388.00",86.94,United States,NASDAQ,USD,1,USD,-
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Industrials,Equity,"110,490,601.71",0.21,"110,490,601.71","858,713.00",128.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
RLI,RLI CORP,Financials,Equity,"110,377,577.43",0.21,"110,377,577.43","875,943.00",126.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
MMS,MAXIMUS INC,Industrials,Equity,"110,355,400.84",0.21,"110,355,400.84","1,358,722.00",81.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
EXLS,EXLSERVICE HOLDINGS INC,Industrials,Equity,"109,686,249.00",0.21,"109,686,249.00","726,399.00",151,United States,NASDAQ,USD,1,USD,-
HQY,HEALTHEQUITY INC,Health Care,Equity,"109,590,794.48",0.21,"109,590,794.48","1,862,522.00",58.84,United States,NASDAQ,USD,1,USD,-
APG,API GROUP CORP,Industrials,Equity,"109,228,307.11",0.21,"109,228,307.11","4,642,087.00",23.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
TRTN,TRITON INTERNATIONAL LTD,Industrials,Equity,"108,658,039.35",0.21,"108,658,039.35","1,307,715.00",83.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALKS,ALKERMES,Health Care,Equity,"107,749,802.70",0.21,"107,749,802.70","3,657,495.00",29.46,United States,NASDAQ,USD,1,USD,-
WK,WORKIVA INC CLASS A,Information Technology,Equity,"106,670,857.44",0.21,"106,670,857.44","1,070,133.00",99.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
EXPO,EXPONENT INC,Industrials,Equity,"106,505,862.75",0.21,"106,505,862.75","1,141,175.00",93.33,United States,NASDAQ,USD,1,USD,-
ESNT,ESSENT GROUP LTD,Financials,Equity,"106,437,679.62",0.21,"106,437,679.62","2,364,231.00",45.02,United States,New York Stock Exchange Inc.,USD,1,USD,-
NJR,NEW JERSEY RESOURCES CORP,Utilities,Equity,"105,935,472.40",0.2,"105,935,472.40","2,160,185.00",49.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
MMSI,MERIT MEDICAL SYSTEMS INC,Health Care,Equity,"105,297,309.70",0.2,"105,297,309.70","1,254,286.00",83.95,United States,NASDAQ,USD,1,USD,-
ABG,ASBURY AUTOMOTIVE GROUP INC,Consumer Discretionary,Equity,"104,872,013.28",0.2,"104,872,013.28","497,118.00",210.96,United States,New York Stock Exchange Inc.,USD,1,USD,-
ATI,ATI INC,Materials,Equity,"104,413,923.86",0.2,"104,413,923.86","2,785,114.00",37.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
TMHC,TAYLOR MORRISON HOME CORP,Consumer Discretionary,Equity,"103,929,428.82",0.2,"103,929,428.82","2,348,157.00",44.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
CWST,CASELLA WASTE SYSTEMS INC CLASS A,Industrials,Equity,"103,047,217.56",0.2,"103,047,217.56","1,120,322.00",91.98,United States,NASDAQ,USD,1,USD,-
BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,Equity,"102,671,390.72",0.2,"102,671,390.72","2,192,896.00",46.82,Canada,New York Stock Exchange Inc.,USD,1,USD,-
HLI,HOULIHAN LOKEY INC CLASS A,Financials,Equity,"102,357,092.75",0.2,"102,357,092.75","1,140,469.00",89.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
WTS,WATTS WATER TECHNOLOGIES INC CLASS,Industrials,Equity,"101,819,240.32",0.2,"101,819,240.32","614,257.00",165.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
DEN,DENBURY INC,Energy,Equity,"101,663,531.19",0.2,"101,663,531.19","1,124,721.00",90.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
TENB,TENABLE HOLDINGS INC,Information Technology,Equity,"101,613,015.67",0.2,"101,613,015.67","2,509,583.00",40.49,United States,NASDAQ,USD,1,USD,-
SLAB,SILICON LABORATORIES INC,Information Technology,Equity,"101,063,282.16",0.2,"101,063,282.16","710,113.00",142.32,United States,NASDAQ,USD,1,USD,-
ORA,ORMAT TECH INC,Utilities,Equity,"100,892,751.30",0.2,"100,892,751.30","1,173,854.00",85.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
WFRD,WEATHERFORD INTERNATIONAL PLC,Energy,Equity,"100,304,914.92",0.19,"100,304,914.92","1,586,852.00",63.21,United States,NASDAQ,USD,1,USD,-
MTH,MERITAGE CORP,Consumer Discretionary,Equity,"99,314,232.21",0.19,"99,314,232.21","815,187.00",121.83,United States,New York Stock Exchange Inc.,USD,1,USD,-
HALO,HALOZYME THERAPEUTICS INC,Health Care,Equity,"98,811,447.12",0.19,"98,811,447.12","2,988,852.00",33.06,United States,NASDAQ,USD,1,USD,-
MLI,MUELLER INDUSTRIES INC,Industrials,Equity,"98,724,132.39",0.19,"98,724,132.39","1,255,553.00",78.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
POR,PORTLAND GENERAL ELECTRIC,Utilities,Equity,"98,542,235.04",0.19,"98,542,235.04","2,007,788.00",49.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
KRG,KITE REALTY GROUP TRUST REIT,Real Estate,Equity,"98,404,143.44",0.19,"98,404,143.44","4,890,862.00",20.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
FELE,FRANKLIN ELECTRIC INC,Industrials,Equity,"97,717,217.31",0.19,"97,717,217.31","1,034,373.00",94.47,United States,NASDAQ,USD,1,USD,-
AJRD,AEROJET ROCKETDYNE HOLDINGS INC,Industrials,Equity,"97,463,256.60",0.19,"97,463,256.60","1,781,778.00",54.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
HAE,HAEMONETICS CORP,Health Care,Equity,"97,233,513.65",0.19,"97,233,513.65","1,124,737.00",86.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMN,AMN HEALTHCARE INC,Health Care,Equity,"96,725,380.50",0.19,"96,725,380.50","969,678.00",99.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
PBF,PBF ENERGY INC CLASS A,Energy,Equity,"96,603,593.58",0.19,"96,603,593.58","2,656,134.00",36.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
OGS,ONE GAS INC,Utilities,Equity,"96,489,562.84",0.19,"96,489,562.84","1,206,572.00",79.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
NSIT,INSIGHT ENTERPRISES INC,Information Technology,Equity,"95,733,341.42",0.19,"95,733,341.42","704,647.00",135.86,United States,NASDAQ,USD,1,USD,-
GATX,GATX CORP,Industrials,Equity,"95,383,658.24",0.18,"95,383,658.24","787,904.00",121.06,United States,New York Stock Exchange Inc.,USD,1,USD,-
HOMB,HOME BANCSHARES INC,Financials,Equity,"95,106,876.34",0.18,"95,106,876.34","4,219,471.00",22.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
NSP,INSPERITY INC,Industrials,Equity,"95,088,314.72",0.18,"95,088,314.72","804,742.00",118.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
BMI,BADGER METER INC,Information Technology,Equity,"94,463,977.20",0.18,"94,463,977.20","657,095.00",143.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
PCVX,VAXCYTE INC,Health Care,Equity,"93,567,180.36",0.18,"93,567,180.36","1,837,533.00",50.92,United States,NASDAQ,USD,1,USD,-
FLR,FLUOR CORP,Industrials,Equity,"93,367,758.33",0.18,"93,367,758.33","3,189,879.00",29.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
ENS,ENERSYS,Industrials,Equity,"93,231,788.46",0.18,"93,231,788.46","915,653.00",101.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
FN,FABRINET,Information Technology,Equity,"92,854,378.35",0.18,"92,854,378.35","828,687.00",112.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
BCPC,BALCHEM CORP,Materials,Equity,"92,417,307.96",0.18,"92,417,307.96","715,692.00",129.13,United States,NASDAQ,USD,1,USD,-
CBT,CABOT CORP,Materials,Equity,"92,066,370.06",0.18,"92,066,370.06","1,249,374.00",73.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
BKH,BLACK HILLS CORP,Utilities,Equity,"90,588,363.88",0.18,"90,588,363.88","1,460,396.00",62.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
BOX,BOX INC CLASS A,Information Technology,Equity,"90,161,319.17",0.17,"90,161,319.17","3,138,229.00",28.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
UBSI,UNITED BANKSHARES INC,Financials,Equity,"90,081,669.60",0.17,"90,081,669.60","2,887,233.00",31.2,United States,NASDAQ,USD,1,USD,-
LTHM,LIVENT CORP,Materials,Equity,"90,065,623.64",0.17,"90,065,623.64","3,640,486.00",24.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
IRT,INDEPENDENCE REALTY INC TRUST,Real Estate,Equity,"89,982,964.11",0.17,"89,982,964.11","5,046,717.00",17.83,United States,New York Stock Exchange Inc.,USD,1,USD,-
AAON,AAON INC,Industrials,Equity,"89,610,735.80",0.17,"89,610,735.80","983,005.00",91.16,United States,NASDAQ,USD,1,USD,-
NEOG,NEOGEN CORP,Health Care,Equity,"89,604,669.60",0.17,"89,604,669.60","4,869,819.00",18.4,United States,NASDAQ,USD,1,USD,-
PNM,PNM RESOURCES INC,Utilities,Equity,"89,179,262.10",0.17,"89,179,262.10","1,919,898.00",46.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
SWX,SOUTHWEST GAS HOLDINGS INC,Utilities,Equity,"89,037,371.15",0.17,"89,037,371.15","1,505,281.00",59.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
HGV,HILTON GRAND VACATIONS INC,Consumer Discretionary,Equity,"88,617,931.98",0.17,"88,617,931.98","1,927,734.00",45.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
SUM,SUMMIT MATERIALS INC CLASS A,Materials,Equity,"88,346,739.00",0.17,"88,346,739.00","2,665,060.00",33.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
ETRN,EQUITRANS MIDSTREAM CORP,Energy,Equity,"87,872,577.50",0.17,"87,872,577.50","9,249,745.00",9.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
DIOD,DIODES INC,Information Technology,Equity,"87,846,142.89",0.17,"87,846,142.89","999,501.00",87.89,United States,NASDAQ,USD,1,USD,-
ALTR,ALTAIR ENGINEERING INC CLASS A,Information Technology,Equity,"87,760,312.20",0.17,"87,760,312.20","1,166,405.00",75.24,United States,NASDAQ,USD,1,USD,-
LANC,LANCASTER COLONY CORP,Consumer Staples,Equity,"87,287,965.20",0.17,"87,287,965.20","436,680.00",199.89,United States,NASDAQ,USD,1,USD,-
DUOL,DUOLINGO INC CLASS A,Consumer Discretionary,Equity,"87,289,992.28",0.17,"87,289,992.28","540,094.00",161.62,United States,NASDAQ,USD,1,USD,-
SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials,Equity,"87,007,075.80",0.17,"87,007,075.80","3,652,690.00",23.82,United States,NASDAQ,USD,1,USD,-
FOXF,FOX FACTORY HOLDING CORP,Consumer Discretionary,Equity,"86,604,047.85",0.17,"86,604,047.85","952,635.00",90.91,United States,NASDAQ,USD,1,USD,-
VC,VISTEON CORP,Consumer Discretionary,Equity,"86,436,813.72",0.17,"86,436,813.72","624,363.00",138.44,United States,NASDAQ,USD,1,USD,-
ONB,OLD NATIONAL BANCORP,Financials,Equity,"84,841,713.30",0.16,"84,841,713.30","6,576,877.00",12.9,United States,NASDAQ,USD,1,USD,-
RDN,RADIAN GROUP INC,Financials,Equity,"84,790,275.24",0.16,"84,790,275.24","3,296,667.00",25.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
VAL,VALARIS LTD,Energy,Equity,"84,127,518.72",0.16,"84,127,518.72","1,369,263.00",61.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
BDC,BELDEN INC,Information Technology,Equity,"84,039,930.56",0.16,"84,039,930.56","953,266.00",88.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
GT,GOODYEAR TIRE & RUBBER,Consumer Discretionary,Equity,"82,872,454.84",0.16,"82,872,454.84","6,297,299.00",13.16,United States,NASDAQ,USD,1,USD,-
IMGN,IMMUNOGEN INC,Health Care,Equity,"82,828,591.86",0.16,"82,828,591.86","5,388,978.00",15.37,United States,NASDAQ,USD,1,USD,-
ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,Equity,"82,820,278.87",0.16,"82,820,278.87","1,706,579.00",48.53,United States,NASDAQ,USD,1,USD,-
FCFS,FIRSTCASH HOLDINGS INC,Financials,Equity,"82,257,427.92",0.16,"82,257,427.92","846,444.00",97.18,United States,NASDAQ,USD,1,USD,-
PCH,POTLATCHDELTIC CORP,Real Estate,Equity,"82,214,540.83",0.16,"82,214,540.83","1,788,439.00",45.97,United States,NASDAQ,USD,1,USD,-
CNMD,CONMED CORP,Health Care,Equity,"82,089,906.36",0.16,"82,089,906.36","653,478.00",125.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
AEIS,ADVANCED ENERGY INDUSTRIES INC,Information Technology,Equity,"81,694,345.80",0.16,"81,694,345.80","843,340.00",96.87,United States,NASDAQ,USD,1,USD,-
PECO,PHILLIPS EDISON AND COMPANY INC,Real Estate,Equity,"81,072,472.30",0.16,"81,072,472.30","2,630,515.00",30.82,United States,NASDAQ,USD,1,USD,-
TGNA,TEGNA INC,Communication,Equity,"81,040,354.20",0.16,"81,040,354.20","5,002,491.00",16.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARWR,ARROWHEAD PHARMACEUTICALS INC,Health Care,Equity,"80,870,755.00",0.16,"80,870,755.00","2,310,593.00",35,United States,NASDAQ,USD,1,USD,-
JBT,JOHN BEAN TECHNOLOGIES CORP,Industrials,Equity,"80,183,375.23",0.16,"80,183,375.23","710,153.00",112.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
GBCI,GLACIER BANCORP INC,Financials,Equity,"79,966,880.00",0.15,"79,966,880.00","2,498,965.00",32,United States,New York Stock Exchange Inc.,USD,1,USD,-
FFIN,FIRST FINANCIAL BANKSHARES INC,Financials,Equity,"79,823,002.28",0.15,"79,823,002.28","2,921,779.00",27.32,United States,NASDAQ,USD,1,USD,-
SPXC,SPX TECHNOLOGIES INC,Industrials,Equity,"79,410,721.67",0.15,"79,410,721.67","983,171.00",80.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
STNE,STONECO LTD CLASS A,Financials,Equity,"79,365,601.08",0.15,"79,365,601.08","6,215,004.00",12.77,United States,NASDAQ,USD,1,USD,-
AVNT,AVIENT CORP,Materials,Equity,"79,336,429.77",0.15,"79,336,429.77","2,041,071.00",38.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
FUL,HB FULLER,Materials,Equity,"78,733,177.63",0.15,"78,733,177.63","1,206,269.00",65.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARRY,ARRAY TECHNOLOGIES INC,Industrials,Equity,"78,423,383.15",0.15,"78,423,383.15","3,384,695.00",23.17,United States,NASDAQ,USD,1,USD,-
TNET,TRINET GROUP INCINARY,Industrials,Equity,"78,336,497.47",0.15,"78,336,497.47","840,791.00",93.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
KBH,KB HOME,Consumer Discretionary,Equity,"78,290,679.54",0.15,"78,290,679.54","1,703,082.00",45.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,Equity,"77,685,275.59",0.15,"77,685,275.59","2,380,793.00",32.63,United States,NASDAQ,USD,1,USD,-
HI,HILLENBRAND INC,Industrials,Equity,"77,247,917.76",0.15,"77,247,917.76","1,555,536.00",49.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
BLKB,BLACKBAUD INC,Information Technology,Equity,"77,233,841.30",0.15,"77,233,841.30","1,042,855.00",74.06,United States,NASDAQ,USD,1,USD,-
TWNK,HOSTESS BRANDS INC CLASS A,Consumer Staples,Equity,"77,204,909.60",0.15,"77,204,909.60","2,997,085.00",25.76,United States,NASDAQ,USD,1,USD,-
TGTX,TG THERAPEUTICS INC,Health Care,Equity,"77,151,651.50",0.15,"77,151,651.50","2,984,590.00",25.85,United States,NASDAQ,USD,1,USD,-
MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,Equity,"77,044,257.20",0.15,"77,044,257.20","3,910,876.00",19.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALE,ALLETE INC,Utilities,Equity,"77,031,924.45",0.15,"77,031,924.45","1,285,365.00",59.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
BECN,BEACON ROOFING SUPPLY INC,Industrials,Equity,"77,006,308.39",0.15,"77,006,308.39","1,153,307.00",66.77,United States,NASDAQ,USD,1,USD,-
NTLA,INTELLIA THERAPEUTICS INC,Health Care,Equity,"76,811,889.08",0.15,"76,811,889.08","1,861,204.00",41.27,United States,NASDAQ,USD,1,USD,-
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,Equity,"76,732,093.40",0.15,"76,732,093.40","3,152,510.00",24.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
FSS,FEDERAL SIGNAL CORP,Industrials,Equity,"76,352,772.60",0.15,"76,352,772.60","1,341,405.00",56.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
TEX,TEREX CORP,Industrials,Equity,"76,353,612.66",0.15,"76,353,612.66","1,497,717.00",50.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care,Equity,"76,182,536.43",0.15,"76,182,536.43","285,831.00",266.53,United States,NASDAQ,USD,1,USD,-
VLY,VALLEY NATIONAL,Financials,Equity,"76,140,062.14",0.15,"76,140,062.14","9,674,722.00",7.87,United States,NASDAQ,USD,1,USD,-
NE,NOBLE CORPORATION PLC,Energy,Equity,"76,029,030.60",0.15,"76,029,030.60","1,891,740.00",40.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALIT,ALIGHT INC CLASS A,Industrials,Equity,"75,815,527.44",0.15,"75,815,527.44","8,644,872.00",8.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
FOLD,AMICUS THERAPEUTICS INC,Health Care,Equity,"75,550,805.80",0.15,"75,550,805.80","6,192,689.00",12.2,United States,NASDAQ,USD,1,USD,-
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Health Care,Equity,"75,529,203.26",0.15,"75,529,203.26","5,561,797.00",13.58,United States,NASDAQ,USD,1,USD,-
HP,HELMERICH & PAYNE INC,Energy,Equity,"75,433,741.27",0.15,"75,433,741.27","2,306,137.00",32.71,United States,New York Stock Exchange Inc.,USD,1,USD,-
VSH,VISHAY INTERTECHNOLOGY INC,Information Technology,Equity,"75,433,996.69",0.15,"75,433,996.69","2,915,887.00",25.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
HWC,HANCOCK WHITNEY CORP,Financials,Equity,"75,248,770.25",0.15,"75,248,770.25","1,932,925.00",38.93,United States,NASDAQ,USD,1,USD,-
BPMC,BLUEPRINT MEDICINES CORP,Health Care,Equity,"75,145,228.00",0.15,"75,145,228.00","1,341,400.00",56.02,United States,NASDAQ,USD,1,USD,-
