Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
COGT,COGENT BIOSCIENCES INC,Health Care,Equity,"19,052,717.48",0.04,"19,052,717.48","1,439,027.00",13.24,United States,NASDAQ,USD,1,USD,-
ACCD,ACCOLADE INC,Health Care,Equity,"19,047,571.40",0.04,"19,047,571.40","1,485,770.00",12.82,United States,NASDAQ,USD,1,USD,-
NIC,NICOLET BANKSHARES INC,Financials,Equity,"19,037,635.66",0.04,"19,037,635.66","278,858.00",68.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
LTH,LIFE TIME GROUP HOLDINGS INC,Consumer Discretionary,Equity,"19,023,120.55",0.04,"19,023,120.55","946,895.00",20.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
NBR,NABORS INDUSTRIES LTD,Energy,Equity,"19,023,850.44",0.04,"19,023,850.44","204,031.00",93.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
NX,QUANEX BUILDING PRODUCTS CORP,Industrials,Equity,"19,018,378.08",0.04,"19,018,378.08","744,068.00",25.56,United States,New York Stock Exchange Inc.,USD,1,USD,-
VREX,VAREX IMAGING CORP,Health Care,Equity,"19,003,842.00",0.04,"19,003,842.00","863,811.00",22,United States,NASDAQ,USD,1,USD,-
ADMA,ADMA BIOLOGICS INC,Health Care,Equity,"18,968,919.84",0.04,"18,968,919.84","4,706,928.00",4.03,United States,NASDAQ,USD,1,USD,-
KURA,KURA ONCOLOGY INC,Health Care,Equity,"18,971,269.44",0.04,"18,971,269.44","1,452,624.00",13.06,United States,NASDAQ,USD,1,USD,-
SPNT,SIRIUSPOINT LTD,Financials,Equity,"18,897,208.95",0.04,"18,897,208.95","2,083,485.00",9.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Health Care,Equity,"18,861,630.00",0.04,"18,861,630.00","2,514,884.00",7.5,United States,NASDAQ,USD,1,USD,-
APPS,DIGITAL TURBINE INC,Information Technology,Equity,"18,785,034.20",0.04,"18,785,034.20","2,110,678.00",8.9,United States,NASDAQ,USD,1,USD,-
INVA,INNOVIVA INC,Health Care,Equity,"18,780,630.00",0.04,"18,780,630.00","1,422,775.00",13.2,United States,NASDAQ,USD,1,USD,-
PLYM,PLYMOUTH INDUSTRIAL REIT INC,Real Estate,Equity,"18,757,949.60",0.04,"18,757,949.60","848,776.00",22.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
IMAX,IMAX CORP,Communication,Equity,"18,752,585.25",0.04,"18,752,585.25","1,050,565.00",17.85,United States,New York Stock Exchange Inc.,USD,1,USD,-
AVID,AVID TECHNOLOGY INC,Information Technology,Equity,"18,746,457.72",0.04,"18,746,457.72","781,428.00",23.99,United States,NASDAQ,USD,1,USD,-
ARR,ARMOUR RESIDENTIAL REIT INC,Financials,Equity,"18,721,642.59",0.04,"18,721,642.59","3,649,443.00",5.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
UTL,UNITIL CORP,Utilities,Equity,"18,700,007.04",0.04,"18,700,007.04","355,784.00",52.56,United States,New York Stock Exchange Inc.,USD,1,USD,-
BHE,BENCHMARK ELECTRONICS INC,Information Technology,Equity,"18,692,894.88",0.04,"18,692,894.88","786,738.00",23.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
UMH,UMH PROPERTIES INC,Real Estate,Equity,"18,647,137.44",0.04,"18,647,137.44","1,183,194.00",15.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
RPT,RPT REALTY,Real Estate,Equity,"18,643,809.66",0.04,"18,643,809.66","1,930,001.00",9.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
PGRE,PARAMOUNT GROUP REIT INC,Real Estate,Equity,"18,635,896.40",0.04,"18,635,896.40","4,235,431.00",4.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARLO,ARLO TECHNOLOGIES INC,Information Technology,Equity,"18,569,592.56",0.04,"18,569,592.56","1,942,426.00",9.56,United States,New York Stock Exchange Inc.,USD,1,USD,-
PCT,PURECYCLE TECHNOLOGIES INC,Materials,Equity,"18,560,079.75",0.04,"18,560,079.75","2,394,849.00",7.75,United States,NASDAQ,USD,1,USD,-
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate,Equity,"18,558,738.40",0.04,"18,558,738.40","2,983,720.00",6.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
OSTK,OVERSTOCK COM INC,Consumer Discretionary,Equity,"18,495,556.70",0.04,"18,495,556.70","958,319.00",19.3,United States,NASDAQ,USD,1,USD,-
GABC,GERMAN AMERICAN BANCORP INC,Financials,Equity,"18,381,209.28",0.04,"18,381,209.28","641,802.00",28.64,United States,NASDAQ,USD,1,USD,-
DRQ,DRIL QUIP INC,Energy,Equity,"18,353,021.20",0.04,"18,353,021.20","752,173.00",24.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
TNK,TEEKAY TANKERS LTD CLASS A,Energy,Equity,"18,312,956.48",0.04,"18,312,956.48","508,976.00",35.98,Canada,New York Stock Exchange Inc.,USD,1,USD,-
FLGT,FULGENT GENETICS INC,Health Care,Equity,"18,270,772.94",0.04,"18,270,772.94","467,642.00",39.07,United States,NASDAQ,USD,1,USD,-
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary,Equity,"18,260,911.48",0.04,"18,260,911.48","1,516,687.00",12.04,United States,NASDAQ,USD,1,USD,-
EFC,ELLINGTON FINANCIAL INC,Financials,Equity,"18,256,051.20",0.04,"18,256,051.20","1,426,254.00",12.8,United States,New York Stock Exchange Inc.,USD,1,USD,-
PRCT,PROCEPT BIOROBOTICS CORP,Health Care,Equity,"18,250,982.85",0.04,"18,250,982.85","578,845.00",31.53,United States,NASDAQ,USD,1,USD,-
FA,FIRST ADVANTAGE CORP,Industrials,Equity,"18,242,974.56",0.04,"18,242,974.56","1,318,134.00",13.84,United States,NASDAQ,USD,1,USD,-
PRAA,PRA GROUP INC,Financials,Equity,"18,220,608.72",0.04,"18,220,608.72","870,966.00",20.92,United States,NASDAQ,USD,1,USD,-
SBSI,SOUTHSIDE BANCSHARES INC,Financials,Equity,"18,092,971.05",0.03,"18,092,971.05","655,305.00",27.61,United States,NASDAQ,USD,1,USD,-
TMST,TIMKENSTEEL CORP,Materials,Equity,"18,083,565.31",0.03,"18,083,565.31","995,243.00",18.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
PUBM,PUBMATIC INC CLASS A,Communication,Equity,"18,044,291.64",0.03,"18,044,291.64","973,788.00",18.53,United States,NASDAQ,USD,1,USD,-
SPNS,SAPIENS INTERNATIONAL NV,Information Technology,Equity,"18,040,905.12",0.03,"18,040,905.12","712,516.00",25.32,Israel,NASDAQ,USD,1,USD,-
STEM,STEM INC,Industrials,Equity,"17,911,354.31",0.03,"17,911,354.31","3,215,683.00",5.57,United States,New York Stock Exchange Inc.,USD,1,USD,-
MCY,MERCURY GENERAL CORP,Financials,Equity,"17,905,405.02",0.03,"17,905,405.02","607,787.00",29.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
BLFS,BIOLIFE SOLUTIONS INC,Health Care,Equity,"17,888,511.36",0.03,"17,888,511.36","755,427.00",23.68,United States,NASDAQ,USD,1,USD,-
MRSN,MERSANA THERAPEUTICS INC,Health Care,Equity,"17,836,589.20",0.03,"17,836,589.20","2,074,022.00",8.6,United States,NASDAQ,USD,1,USD,-
UDMY,UDEMY INC,Consumer Discretionary,Equity,"17,818,321.90",0.03,"17,818,321.90","1,646,795.00",10.82,United States,NASDAQ,USD,1,USD,-
NMRK,NEWMARK GROUP INC CLASS A,Real Estate,Equity,"17,719,672.85",0.03,"17,719,672.85","3,039,395.00",5.83,United States,NASDAQ,USD,1,USD,-
CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate,Equity,"17,698,084.20",0.03,"17,698,084.20","531,474.00",33.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
CRSR,CORSAIR GAMING INC,Information Technology,Equity,"17,684,137.14",0.03,"17,684,137.14","906,414.00",19.51,United States,NASDAQ,USD,1,USD,-
PNT,POINT BIOPHARMA GLOBAL INC,Health Care,Equity,"17,684,313.78",0.03,"17,684,313.78","1,941,198.00",9.11,United States,NASDAQ,USD,1,USD,-
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples,Equity,"17,661,391.65",0.03,"17,661,391.65","683,755.00",25.83,United States,New York Stock Exchange Inc.,USD,1,USD,-
PDM,PIEDMONT OFFICE REALTY TRUST REIT,Real Estate,Equity,"17,652,736.86",0.03,"17,652,736.86","2,788,742.00",6.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
AXL,AMERICAN AXLE AND MANUFACTURING HO,Consumer Discretionary,Equity,"17,600,170.04",0.03,"17,600,170.04","2,525,132.00",6.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
THR,THERMON GROUP HOLDINGS INC,Industrials,Equity,"17,572,759.50",0.03,"17,572,759.50","747,777.00",23.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
GSAT,GLOBALSTAR VOTING INC,Communication,Equity,"17,556,080.55",0.03,"17,556,080.55","15,266,157.00",1.15,United States,Nyse Mkt Llc,USD,1,USD,-
SPTN,SPARTANNASH,Consumer Staples,Equity,"17,517,407.88",0.03,"17,517,407.88","782,726.00",22.38,United States,NASDAQ,USD,1,USD,-
INBX,INHIBRX INC,Health Care,Equity,"17,503,187.44",0.03,"17,503,187.44","728,086.00",24.04,United States,NASDAQ,USD,1,USD,-
BXC,BLUELINX HOLDINGS INC,Industrials,Equity,"17,463,655.20",0.03,"17,463,655.20","197,040.00",88.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
VERV,VERVE THERAPEUTICS INC,Health Care,Equity,"17,464,021.74",0.03,"17,464,021.74","1,043,251.00",16.74,United States,NASDAQ,USD,1,USD,-
RILY,B RILEY FINANCIAL INC,Financials,Equity,"17,434,891.74",0.03,"17,434,891.74","466,423.00",37.38,United States,NASDAQ,USD,1,USD,-
SCHN,SCHNITZER STEEL INDUSTRIES INC CLA,Materials,Equity,"17,405,854.60",0.03,"17,405,854.60","575,210.00",30.26,United States,NASDAQ,USD,1,USD,-
GOGO,GOGO INC,Communication,Equity,"17,402,132.66",0.03,"17,402,132.66","1,114,093.00",15.62,United States,NASDAQ,USD,1,USD,-
NHC,NATIONAL HEALTHCARE CORP,Health Care,Equity,"17,365,577.80",0.03,"17,365,577.80","282,827.00",61.4,United States,Nyse Mkt Llc,USD,1,USD,-
DCGO,DOCGO INC,Health Care,Equity,"17,281,875.03",0.03,"17,281,875.03","1,852,291.00",9.33,United States,NASDAQ,USD,1,USD,-
RGNX,REGENXBIO INC,Health Care,Equity,"17,226,328.62",0.03,"17,226,328.62","896,271.00",19.22,United States,NASDAQ,USD,1,USD,-
TMP,TOMPKINS FINANCIAL CORP,Financials,Equity,"17,198,780.49",0.03,"17,198,780.49","314,823.00",54.63,United States,Nyse Mkt Llc,USD,1,USD,-
MMI,MARCUS & MILLICHAP INC,Real Estate,Equity,"17,199,717.36",0.03,"17,199,717.36","567,273.00",30.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
SCSC,SCANSOURCE INC,Information Technology,Equity,"17,200,746.65",0.03,"17,200,746.65","588,865.00",29.21,United States,NASDAQ,USD,1,USD,-
FRG,FRANCHISE GROUP INC,Consumer Discretionary,Equity,"17,183,131.50",0.03,"17,183,131.50","586,455.00",29.3,United States,NASDAQ,USD,1,USD,-
MRC,MRC GLOBAL INC,Industrials,Equity,"17,172,873.72",0.03,"17,172,873.72","1,854,522.00",9.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
SAH,SONIC AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,"17,152,150.00",0.03,"17,152,150.00","403,580.00",42.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
TGI,TRIUMPH GROUP INC,Industrials,Equity,"17,020,921.19",0.03,"17,020,921.19","1,438,793.00",11.83,United States,New York Stock Exchange Inc.,USD,1,USD,-
SP,SP PLUS CORP,Industrials,Equity,"16,976,746.66",0.03,"16,976,746.66","452,834.00",37.49,United States,NASDAQ,USD,1,USD,-
CVI,CVR ENERGY INC,Energy,Equity,"16,939,891.08",0.03,"16,939,891.08","677,054.00",25.02,United States,New York Stock Exchange Inc.,USD,1,USD,-
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Real Estate,Equity,"16,890,480.00",0.03,"16,890,480.00","1,501,376.00",11.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROCC,RANGER OIL CORP CLASS A,Energy,Equity,"16,864,592.79",0.03,"16,864,592.79","433,203.00",38.93,United States,NASDAQ,USD,1,USD,-
IMXI,INTERNATIONAL MONEY EXPRESS INC,Financials,Equity,"16,849,831.68",0.03,"16,849,831.68","709,168.00",23.76,United States,NASDAQ,USD,1,USD,-
ACT,ENACT HOLDINGS INC,Financials,Equity,"16,815,351.90",0.03,"16,815,351.90","673,962.00",24.95,United States,NASDAQ,USD,1,USD,-
LOB,LIVE OAK BANCSHARES INC,Financials,Equity,"16,803,226.53",0.03,"16,803,226.53","737,307.00",22.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
DCPH,DECIPHERA PHARMACEUTICALS INC,Health Care,Equity,"16,643,246.76",0.03,"16,643,246.76","1,154,178.00",14.42,United States,NASDAQ,USD,1,USD,-
JBI,JANUS INTERNATIONAL GROUP INC,Industrials,Equity,"16,611,176.40",0.03,"16,611,176.40","1,825,404.00",9.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
COCO,THE VITA COCO COMPANY INC,Consumer Staples,Equity,"16,582,626.20",0.03,"16,582,626.20","623,407.00",26.6,United States,NASDAQ,USD,1,USD,-
SLP,SIMULATIONS PLUS INC,Health Care,Equity,"16,561,126.37",0.03,"16,561,126.37","350,797.00",47.21,United States,NASDAQ,USD,1,USD,-
CUBI,CUSTOMERS BANCORP INC,Financials,Equity,"16,540,697.55",0.03,"16,540,697.55","652,493.00",25.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
CFFN,CAPITOL FEDERAL FINANCIAL INC,Financials,Equity,"16,521,512.35",0.03,"16,521,512.35","2,669,065.00",6.19,United States,NASDAQ,USD,1,USD,1-Jan-70
AHCO,ADAPTHEALTH CORP,Health Care,Equity,"16,454,670.60",0.03,"16,454,670.60","1,613,203.00",10.2,United States,NASDAQ,USD,1,USD,-
RNA,AVIDITY BIOSCIENCES INC,Health Care,Equity,"16,448,855.72",0.03,"16,448,855.72","1,460,822.00",11.26,United States,NASDAQ,USD,1,USD,-
ATRI,ATRION CORP,Health Care,Equity,"16,376,744.64",0.03,"16,376,744.64","30,192.00",542.42,United States,NASDAQ,USD,1,USD,-
SKIN,BEAUTY HEALTH COMPANY CLASS A CLAS,Consumer Staples,Equity,"16,331,631.60",0.03,"16,331,631.60","1,970,040.00",8.29,United States,NASDAQ,USD,1,USD,-
IAS,INTEGRAL AD SCIENCE HOLDING CORP,Communication,Equity,"16,314,232.44",0.03,"16,314,232.44","855,492.00",19.07,United States,NASDAQ,USD,1,USD,-
TBPH,THERAVANCE BIOPHARMA INC,Health Care,Equity,"16,302,242.58",0.03,"16,302,242.58","1,463,397.00",11.14,United States,NASDAQ,USD,1,USD,-
NAT,NORDIC AMERICAN TANKERS LTD,Energy,Equity,"16,278,679.72",0.03,"16,278,679.72","4,611,524.00",3.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,Equity,"16,275,751.35",0.03,"16,275,751.35","452,733.00",35.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
LXU,LSB INDUSTRIES INC,Materials,Equity,"16,201,620.31",0.03,"16,201,620.31","1,658,303.00",9.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
LPG,DORIAN LPG LTD,Energy,Equity,"16,171,284.64",0.03,"16,171,284.64","691,376.00",23.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
SOVO,SOVOS BRANDS INC,Consumer Staples,Equity,"16,160,410.36",0.03,"16,160,410.36","854,596.00",18.91,United States,NASDAQ,USD,1,USD,-
OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,Equity,"16,056,083.55",0.03,"16,056,083.55","1,466,309.00",10.95,United States,NASDAQ,USD,1,USD,-
INN,SUMMIT HOTEL PROPERTIES REIT INC,Real Estate,Equity,"16,035,456.60",0.03,"16,035,456.60","2,344,365.00",6.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
BSIG,BRIGHTSPHERE INVESTMENT GROUP INC,Financials,Equity,"15,987,044.60",0.03,"15,987,044.60","725,365.00",22.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
QTRX,QUANTERIX CORP,Health Care,Equity,"15,979,178.11",0.03,"15,979,178.11","765,653.00",20.87,United States,NASDAQ,USD,1,USD,-
MYE,MYERS INDUSTRIES INC,Materials,Equity,"15,922,386.06",0.03,"15,922,386.06","818,211.00",19.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
RWT,REDWOOD TRUST REIT INC,Financials,Equity,"15,873,977.70",0.03,"15,873,977.70","2,547,990.00",6.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
HTLD,HEARTLAND EXPRESS INC,Industrials,Equity,"15,868,192.44",0.03,"15,868,192.44","1,009,427.00",15.72,United States,NASDAQ,USD,1,USD,-
COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care,Equity,"15,833,034.36",0.03,"15,833,034.36","751,806.00",21.06,United States,NASDAQ,USD,1,USD,-
SRCE,1ST SOURCE CORP,Financials,Equity,"15,812,896.00",0.03,"15,812,896.00","367,400.00",43.04,United States,NASDAQ,USD,1,USD,-
VTLE,VITAL ENERGY INC,Energy,Equity,"15,777,607.82",0.03,"15,777,607.82","372,289.00",42.38,United States,New York Stock Exchange Inc.,USD,1,USD,-
CLNE,CLEAN ENERGY FUELS CORP,Energy,Equity,"15,774,935.94",0.03,"15,774,935.94","3,810,371.00",4.14,United States,NASDAQ,USD,1,USD,-
GIII,G III APPAREL GROUP LTD,Consumer Discretionary,Equity,"15,758,542.47",0.03,"15,758,542.47","961,473.00",16.39,United States,NASDAQ,USD,1,USD,-
DLX,DELUXE CORP,Industrials,Equity,"15,704,805.40",0.03,"15,704,805.40","976,060.00",16.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
CHUY,CHUYS HOLDINGS INC,Consumer Discretionary,Equity,"15,705,919.20",0.03,"15,705,919.20","403,440.00",38.93,United States,NASDAQ,USD,1,USD,-
USNA,USANA HEALTH SCIENCES INC,Consumer Staples,Equity,"15,634,507.35",0.03,"15,634,507.35","252,373.00",61.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
RYI,RYERSON HOLDING CORP,Materials,Equity,"15,600,081.12",0.03,"15,600,081.12","436,488.00",35.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
TDS,TELEPHONE AND DATA SYSTEMS INC,Communication,Equity,"15,588,356.29",0.03,"15,588,356.29","2,262,461.00",6.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
PRM,PERIMETER SOLUTIONS SA,Materials,Equity,"15,583,122.77",0.03,"15,583,122.77","2,601,523.00",5.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
BJRI,BJS RESTAURANTS INC,Consumer Discretionary,Equity,"15,549,107.26",0.03,"15,549,107.26","509,974.00",30.49,United States,NASDAQ,USD,1,USD,-
ZGN,ERMENEGILDO ZEGNA NV,Consumer Discretionary,Equity,"15,485,907.00",0.03,"15,485,907.00","1,312,365.00",11.8,Italy,New York Stock Exchange Inc.,USD,1,USD,-
JRVR,JAMES RIVER GROUP HOLDINGS LTD,Financials,Equity,"15,461,811.90",0.03,"15,461,811.90","796,590.00",19.41,United States,NASDAQ,USD,1,USD,-
BRKL,BROOKLINE BANCORP INC,Financials,Equity,"15,429,755.82",0.03,"15,429,755.82","1,781,727.00",8.66,United States,NASDAQ,USD,1,USD,-
ESMT,ENGAGESMART INC,Information Technology,Equity,"15,318,883.14",0.03,"15,318,883.14","800,778.00",19.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
ADTN,ADTRAN HOLDINGS INC,Information Technology,Equity,"15,304,577.08",0.03,"15,304,577.08","1,731,287.00",8.84,United States,NASDAQ,USD,1,USD,-
PTLO,PORTILLO S INC CLASS A,Consumer Discretionary,Equity,"15,284,593.75",0.03,"15,284,593.75","719,275.00",21.25,United States,NASDAQ,USD,1,USD,-
STKL,SUNOPTA INC,Consumer Staples,Equity,"15,288,140.00",0.03,"15,288,140.00","2,184,020.00",7,Canada,NASDAQ,USD,1,USD,-
OBK,ORIGIN BANCORP INC,Financials,Equity,"15,288,227.36",0.03,"15,288,227.36","515,102.00",29.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
OFIX,ORTHOFIX MEDICAL INC,Health Care,Equity,"15,221,830.56",0.03,"15,221,830.56","773,467.00",19.68,United States,NASDAQ,USD,1,USD,-
RUTH,RUTHS HOSPITALITY GROUP INC,Consumer Discretionary,Equity,"15,177,992.74",0.03,"15,177,992.74","707,269.00",21.46,United States,NASDAQ,USD,1,USD,-
AMRK,A MARK PRECIOUS METALS INC,Financials,Equity,"15,096,767.07",0.03,"15,096,767.07","417,153.00",36.19,United States,NASDAQ,USD,1,USD,-
KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,Equity,"15,089,822.17",0.03,"15,089,822.17","1,288,627.00",11.71,United States,New York Stock Exchange Inc.,USD,1,USD,-
BDN,BRANDYWINE REALTY TRUST REIT,Real Estate,Equity,"15,062,061.32",0.03,"15,062,061.32","3,728,233.00",4.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
KIDS,ORTHOPEDIATRICS CORP,Health Care,Equity,"15,033,184.08",0.03,"15,033,184.08","340,734.00",44.12,United States,NASDAQ,USD,1,USD,-
BYND,BEYOND MEAT INC,Consumer Staples,Equity,"15,000,440.96",0.03,"15,000,440.96","1,378,717.00",10.88,United States,NASDAQ,USD,1,USD,-
CRAI,CRA INTERNATIONAL INC,Industrials,Equity,"14,950,731.59",0.03,"14,950,731.59","156,503.00",95.53,United States,NASDAQ,USD,1,USD,-
CAL,CALERES INC,Consumer Discretionary,Equity,"14,921,735.75",0.03,"14,921,735.75","764,825.00",19.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
LICY,LI CYCLE HOLDINGS CORP,Industrials,Equity,"14,915,181.60",0.03,"14,915,181.60","3,013,168.00",4.95,Canada,New York Stock Exchange Inc.,USD,1,USD,-
PLOW,DOUGLAS DYNAMICS INC,Industrials,Equity,"14,904,800.40",0.03,"14,904,800.40","506,966.00",29.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
HOUS,ANYWHERE REAL ESTATE INC,Real Estate,Equity,"14,891,482.50",0.03,"14,891,482.50","2,409,625.00",6.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
MLAB,MESA LABORATORIES INC,Health Care,Equity,"14,841,719.84",0.03,"14,841,719.84","114,661.00",129.44,United States,NASDAQ,USD,1,USD,-
BKD,BROOKDALE SENIOR LIVING INC,Health Care,Equity,"14,833,350.48",0.03,"14,833,350.48","4,190,212.00",3.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
MDXG,MIMEDX GROUP INC,Health Care,Equity,"14,739,726.18",0.03,"14,739,726.18","2,532,599.00",5.82,United States,NASDAQ,USD,1,USD,-
HSC,HARSCO CORP,Industrials,Equity,"14,740,318.56",0.03,"14,740,318.56","1,763,196.00",8.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
RVLV,REVOLVE GROUP CLASS A INC,Consumer Discretionary,Equity,"14,663,184.00",0.03,"14,663,184.00","916,449.00",16,United States,New York Stock Exchange Inc.,USD,1,USD,-
PRA,PROASSURANCE CORP,Financials,Equity,"14,657,824.32",0.03,"14,657,824.32","1,159,638.00",12.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
HCAT,HEALTH CATALYST INC,Health Care,Equity,"14,649,830.76",0.03,"14,649,830.76","1,226,954.00",11.94,United States,NASDAQ,USD,1,USD,-
CCSI,CONSENSUS CLOUD SOLUTIONS INC,Information Technology,Equity,"14,621,133.84",0.03,"14,621,133.84","422,332.00",34.62,United States,NASDAQ,USD,1,USD,-
RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary,Equity,"14,612,729.90",0.03,"14,612,729.90","193,418.00",75.55,United States,NASDAQ,USD,1,USD,-
DSEY,DIVERSEY HOLDINGS LTD,Materials,Equity,"14,616,376.32",0.03,"14,616,376.32","1,756,776.00",8.32,United States,NASDAQ,USD,1,USD,-
EDIT,EDITAS MEDICINE INC,Health Care,Equity,"14,601,574.88",0.03,"14,601,574.88","1,546,777.00",9.44,United States,NASDAQ,USD,1,USD,-
XMTR,XOMETRY INC CLASS A,Industrials,Equity,"14,594,502.25",0.03,"14,594,502.25","762,115.00",19.15,United States,NASDAQ,USD,1,USD,-
HZO,MARINEMAX INC,Consumer Discretionary,Equity,"14,574,563.50",0.03,"14,574,563.50","480,850.00",30.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
OLO,OLO INC CLASS A,Information Technology,Equity,"14,555,824.26",0.03,"14,555,824.26","2,024,454.00",7.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
DENN,DENNYS CORP,Consumer Discretionary,Equity,"14,488,918.60",0.03,"14,488,918.60","1,243,684.00",11.65,United States,NASDAQ,USD,1,USD,-
QCRH,QCR HOLDINGS INC,Financials,Equity,"14,492,821.70",0.03,"14,492,821.70","361,417.00",40.1,United States,NASDAQ,USD,1,USD,-
PUMP,PROPETRO HOLDING CORP,Energy,Equity,"14,428,293.76",0.03,"14,428,293.76","1,960,366.00",7.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
FBMS,FIRST BANCSHARES INC,Financials,Equity,"14,375,728.51",0.03,"14,375,728.51","529,103.00",27.17,United States,NASDAQ,USD,1,USD,-
APLD,APPLIED DIGITAL CORP,Information Technology,Equity,"14,358,720.20",0.03,"14,358,720.20","1,535,692.00",9.35,United States,NASDAQ,USD,1,USD,-
INTA,INTAPP INC,Information Technology,Equity,"14,324,686.53",0.03,"14,324,686.53","326,377.00",43.89,United States,NASDAQ,USD,1,USD,-
SPHR,SPHERE ENTERTAINMENT CLASS A,Communication,Equity,"14,313,922.48",0.03,"14,313,922.48","588,808.00",24.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
TRNS,TRANSCAT INC,Industrials,Equity,"14,303,961.50",0.03,"14,303,961.50","160,990.00",88.85,United States,NASDAQ,USD,1,USD,-
MTTR,MATTERPORT INC CLASS A,Information Technology,Equity,"14,245,750.22",0.03,"14,245,750.22","5,033,834.00",2.83,United States,NASDAQ,USD,1,USD,-
ALHC,ALIGNMENT HEALTHCARE INC,Health Care,Equity,"14,215,837.24",0.03,"14,215,837.24","2,200,594.00",6.46,United States,NASDAQ,USD,1,USD,-
MPLN,MULTIPLAN CORP CLASS A,Health Care,Equity,"14,169,354.96",0.03,"14,169,354.96","8,535,756.00",1.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
SNCY,SUN COUNTRY AIRLINES HOLDINGS INC,Industrials,Equity,"14,170,282.98",0.03,"14,170,282.98","748,167.00",18.94,United States,NASDAQ,USD,1,USD,-
AVXL,ANAVEX LIFE SCIENCES CORP,Health Care,Equity,"14,152,719.16",0.03,"14,152,719.16","1,560,388.00",9.07,United States,NASDAQ,USD,1,USD,-
BASE,COUCHBASE INC,Information Technology,Equity,"14,155,319.40",0.03,"14,155,319.40","637,627.00",22.2,United States,NASDAQ,USD,1,USD,-
TTEC,TTEC HOLDINGS INC,Industrials,Equity,"14,140,977.29",0.03,"14,140,977.29","426,833.00",33.13,United States,NASDAQ,USD,1,USD,-
